AAPL,AMZN,BTC-USD,CL=F,GLD,GOOGL,MSFT,NVDA,SPY,TLT
0.04311680408978754,0.03713717279300719,0.013726639895148145,0.026081465630957517,0.031496534351251715,0.03912689728167351,0.030283188323930076,0.02850543559706136,0.03412006891410115,0.021267123133533662
-0.024094814854484593,0.005803398741683313,-0.1241892417861244,-0.04295366872497401,-0.05275489919074852,-0.02337742923600076,-0.03573527084268592,-0.049184954629172994,-0.04360629247957265,-0.03347852674815699
-0.012483969836934967,0.01270104792651782,0.027750602489545292,0.0039008802039730995,0.013891972012640882,0.009643651809695007,0.013148434210767002,0.014194722853010556,0.00974225103718276,0.02221881211506614
0.021594905845130588,0.015791328078735442,0.009369017514260032,-0.016945559771148935,-0.0002214086213977503,0.012593566563286869,0.01800644204383716,0.012351671065935751,0.013591413905321478,0.010972473308905668
-0.07987030272051857,-0.06323209502043622,-0.11126481691482247,-0.021272134161745976,-0.08225682006075896,-0.07331919020243508,-0.08057178583735478,-0.10040218414734657,-0.08695436556162478,-0.09058873151938146
-0.0035344831265684265,0.008177946688313096,0.0036436959719876754,-0.021786446959353972,-0.01242666881637038,-0.0010181969232978825,0.004726632692102901,0.020032291200486645,-0.0004545769878026599,0.004085546371150831
0.04288235994912379,0.012520073805815973,-0.008416026491123763,0.001384693352716817,0.01969781309167362,0.02901628838143091,0.018538182825159826,0.04802248353238825,0.02909065282780699,0.026146902198257393
0.02774559329363407,0.016855445546324378,-0.01584416789030717,-0.005617630781619969,0.012977864639759008,0.010043872580114157,0.01694237549036098,0.04480313224875625,0.020791561417387295,0.020530517975042968
-0.033055773854615715,-0.030139833513766347,-0.057536974614671305,-0.057416907174888746,-0.03199846900762488,-0.01069845124497331,-0.02259210776477589,-0.021481146587146855,-0.028685972474038732,-0.02600389692244006
0.0348644920029758,0.0355535875109132,0.09257932657327952,0.07096165107420783,0.07289869882539866,0.05378927093601659,0.04430531476693744,0.02514889121137222,0.04053222914835794,0.0647731594778896
0.01478173881613625,-0.0007031458017495674,-0.0474937536653427,0.04914179694980396,-0.014649790992141046,-0.003560179386445661,0.01019062288036732,0.025202777114044873,0.011708256824050559,-0.03815294822341697
-0.053000516419167934,-0.03865340325372434,-0.0440190096657823,-0.03300379303969335,-0.048074137184123164,-0.03497990358900429,-0.051254741160927444,-0.07050040821912873,-0.04912076811664429,-0.05907506379358372
0.012019407047714621,0.002960410589374334,0.032705181341369655,-0.013259746348573518,0.02340084059582674,-0.012857577469667108,-0.01649214867517438,-0.010180859474610879,0.0011179205011721204,0.017057307900393254
0.04176315679506661,0.07619470973610042,0.062414246563947215,0.13783376881915566,0.08475158815132779,0.08908913803492446,0.09026790001054201,0.12788314001323076,0.10032704737411191,0.086875824975952
0.014932863255060578,0.006734864772683719,0.02868048786426285,0.03744526087470408,0.0485028657367625,0.01464755674305154,0.002088664987069529,0.0020510029643672698,0.022406556425576384,0.04495821811183226
0.05186303886245667,0.04527709055908104,0.0641288395597402,0.026991313555000326,0.039495377970637305,0.040639771237397156,0.05963448281936712,0.06167155816259296,0.052714926427610304,0.05368981223051084
0.033367789374435186,0.01575035271729783,-0.004586756074241291,0.057015661015376064,-0.0059737631865478535,0.021770120272869866,0.03482666792088844,0.043734801773098256,0.026909376659111583,0.004494865350416599
-0.014461827142881899,-0.03108078276127166,-0.009448420760461918,-0.05083498865016167,-0.02414952689777153,-0.03965060577702252,-0.013905676202878883,-0.01337103240370743,-0.028830064244408336,-0.010667159052136761
